index_date,item_id,item_desc,index_algorithm,stratum_ind,item_index,all_gm_index,gm_ra_index,coicop_weight,item_weight,cpih_coicop_weight
201507,210102,LARGE LOAF-WHITE-UNSLICED-800G,1,1,91.78,91.643,91.78,0.32,0.4,0.26
201507,210106,SIX BREAD ROLLS-WHITE/BROWN   ,1,1,101.983,102.125,101.983,0.64,0.72,0.52
201507,210111,WHITE SLICED LOAF BRANDED 750G,1,1,91.556,90.977,91.556,0.96,1.16,0.78
201507,210113,WHOLEMEAL SLICED LOAF BRANDED ,1,1,88.84,88.907,88.84,0.64,0.88,0.52
201507,210114,CHILLED GARLIC BREAD          ,1,1,102.684,101.168,102.684,0.64,0.84,0.52
201507,210201,FLOUR-SELF-RAISING-1.5KG      ,1,1,92.526,92.785,92.526,0.32,0.16,0.26
201507,210204,DRY SPAGHETTI OR PASTA 500G   ,1,1,100.316,101.365,100.316,0.16,0.32,0.13
201507,210211,CORN SNACK SINGLE PACKET      ,1,1,100.619,101.62,100.619,1.12,0.6,0.91
201507,210212,BASMATI RICE 500G-1KG         ,1,1,94.532,95.811,94.532,0.48,0.68,0.39
201507,210213,BREAKFAST CEREAL 1            ,1,1,99.528,100.459,99.528,1.12,0.68,0.91
201507,210214,BREAKFAST CEREAL 2            ,1,1,99.37,99.459,99.37,1.92,1.04,1.56
201507,210215,CEREAL BAR                    ,1,1,110.551,110.156,110.551,0.64,0.36,0.52
201507,210216,HOT OAT CEREAL                ,1,1,101.716,101.532,101.716,0.32,0.16,0.26
201507,210301,CREAM CRACKERS PACK 200G-300G ,1,1,100.876,100.588,100.876,0.48,0.56,0.39
201507,210302,PLAIN BISCUITS-200-300G       ,1,1,99.441,99.666,99.441,1.44,1.75,1.17
201507,210317,FRUIT PIES 4-6 PACK           ,1,1,101.64,102.064,101.64,0.32,0.42,0.26
201507,210319,DOUGHNUT-EACH                 ,1,1,100.733,100.924,100.733,0.8,0.98,0.65
201507,210320,WHOLE SPONGE CAKE NOT FROZEN  ,1,1,96.227,97.924,96.227,0.8,0.98,0.65
201507,210321,PACK OF 5-6 INDIVIDUAL CAKES  ,1,1,99.616,99.446,99.616,0.64,0.84,0.52
