index_date,item_id,item_desc,index_algorithm,stratum_ind,item_index,all_gm_index,gm_ra_index,coicop_weight,item_weight,cpih_coicop_weight
201601,210102,LARGE LOAF-WHITE-UNSLICED-800G,1,1,91.815,91.773,91.815,0.32,0.4,0.26
201601,210106,SIX BREAD ROLLS-WHITE/BROWN   ,1,1,98.403,97.667,98.403,0.64,0.72,0.52
201601,210111,WHITE SLICED LOAF BRANDED 750G,1,1,91.978,91.294,91.978,0.96,1.16,0.78
201601,210113,WHOLEMEAL SLICED LOAF BRANDED ,1,1,87.594,87.377,87.594,0.64,0.88,0.52
201601,210114,CHILLED GARLIC BREAD          ,1,1,100.407,100.766,100.407,0.64,0.84,0.52
201601,210201,FLOUR-SELF-RAISING-1.5KG      ,1,1,87.769,88.859,87.769,0.32,0.16,0.26
201601,210204,DRY SPAGHETTI OR PASTA 500G   ,1,1,92.12,93.312,92.12,0.16,0.32,0.13
201601,210211,CORN SNACK SINGLE PACKET      ,1,1,99.098,99.446,99.098,1.12,0.6,0.91
201601,210212,BASMATI RICE 500G-1KG         ,1,1,96.017,95.083,96.017,0.48,0.68,0.39
201601,210213,BREAKFAST CEREAL 1            ,1,1,100.305,99.892,100.305,1.12,0.68,0.91
201601,210214,BREAKFAST CEREAL 2            ,1,1,97.079,96.928,97.079,1.92,1.04,1.56
201601,210215,CEREAL BAR                    ,1,1,97.68,97.979,97.68,0.64,0.36,0.52
201601,210216,HOT OAT CEREAL                ,1,1,100.858,100.445,100.858,0.32,0.16,0.26
201601,210301,CREAM CRACKERS PACK 200G-300G ,1,1,100.965,100.675,100.965,0.48,0.56,0.39
201601,210302,PLAIN BISCUITS-200-300G       ,1,1,97.881,97.218,97.881,1.44,1.75,1.17
201601,210317,FRUIT PIES 4-6 PACK           ,1,1,107.164,107.44,107.164,0.32,0.42,0.26
201601,210319,DOUGHNUT-EACH                 ,1,1,103.397,104.08,103.397,0.8,0.98,0.65
201601,210320,WHOLE SPONGE CAKE NOT FROZEN  ,1,1,101.305,101.303,101.305,0.8,0.98,0.65
201601,210321,PACK OF 5-6 INDIVIDUAL CAKES  ,1,1,101.389,101.311,101.389,0.64,0.84,0.52
201601,210322,CHOCOLATE 11                  ,1,1,101.38,101.005,101.38,0.64,1.47,0.52
201601,210403,HOME KILLED BEEF-LEAN MINCE KG,1,1,94.081,93.846,94.081,0.88,1.28,0.68
201601,210406,HOME KLD BEEF-RUMP/POPES STEAK,1,1,101.036,100.431,101.036,1.1,1.6,0.85
201601,210413,HOME KILLED BEEF-TOPSIDE KG   ,1,1,98.28,97.938,98.28,0.44,0.6,0.34
201601,210414,FROZEN BEEFBURGERS PACK OF 4  ,1,1,100.437,101.127,100.437,0.44,0.52,0.34
201601,210502,HOME KILLED LAMB-SHOULDER KG  ,1,1,98.335,98.74,98.335,0.44,0.58,0.34
201601,210506,HK LAMB LOIN CHOP/STEAK PER KG,1,1,104.477,104.437,104.477,0.22,0.42,0.17
201601,210606,FRZEN IMP LAMB: LEG (PER KG)  ,1,1,97.323,97.506,97.323,0.88,1,0.68
201601,210703,HOME KILLED PORK-LOIN CHOPS KG,1,1,97.908,97.441,97.908,1.1,1,0.85
201601,210802,BACON-GAMMON-PER KG           ,1,1,95.558,96.125,95.558,0.88,0.48,0.68
201601,210808,BACON-BACK-PER KG             ,1,1,95.638,95.457,95.638,2.64,1.52,2.04
201601,210905,FRESH/CHILLED CHICKEN  PER KG ,1,1,96.415,96.433,96.415,0.66,0.84,0.51
201601,210910,FRESH BONELESS CHICKEN BREAST ,1,1,93.412,93.649,93.412,1.32,1.76,1.02
201601,210911,FRESH TURKEY STEAKS PER KG    ,1,1,91.272,91.882,91.272,0.44,0.44,0.34
201601,210912,FROZEN CHICKEN BREASTS        ,1,1,92.45,91.714,92.45,0.44,0.72,0.34
201601,210913,ROTISSERIE CHICKEN [WHOLE]    ,1,1,96.737,96.352,96.737,0.22,0.24,0.17
201601,211007,CANNED MEAT-STEWED STEAK      ,1,1,97.137,96.998,97.137,0.44,0.21,0.34
201601,211010,PORK PIE INDIVIDL APP 3IN/8CM ,1,1,100.369,100.296,100.369,0.66,0.35,0.51
201601,211011,INDIVIDUAL MEAT PIE           ,1,1,99.841,100.176,99.841,1.1,0.7,0.85
201601,211014,SAUSAGES-PORK-PER KG          ,1,1,92.105,91.673,92.105,1.76,0.98,1.36
201601,211016,COOKED HAM LOOSE SPECIFY TYPE ,1,1,96.172,95.639,96.172,0.66,0.42,0.51
201601,211018,COOKED MEAT - SLICED TURKEY   ,1,1,101.113,102.033,101.113,0.44,0.7,0.34
201601,211019,FROZ CHICKEN NUGGETS 220-600G ,1,1,102.996,102.564,102.996,0.66,0.84,0.51
201601,211023,COOKED HAM PREPACKED SLICED   ,1,1,91.481,92.056,91.481,2.42,1.33,1.87
201601,211024,CONTINENTAL SLICED DELI MEAT  ,1,1,97.192,97.476,97.192,0.66,0.42,0.51
201601,211025,JOINT OV/READ GAM/POR 450-700G,1,1,91.403,91.179,91.403,0.22,0.14,0.17
201601,211026,CHICKEN KIEV 2 PACK 240-310G  ,1,1,97.663,97.469,97.663,0.66,0.84,0.51
201601,211027,H K LIVER PER KG STATE TYPE   ,1,1,100.049,100.484,100.049,0.22,0.07,0.17
201601,211101,FRESH WHITE FISH FILLETS KG   ,1,1,97.379,97.326,97.379,1,0.64,0.75
201601,211105,FRESH FISH-SALMON FILLETS-KG  ,1,1,87.498,87.821,87.498,1.32,0.86,0.99
201601,211106,FROZEN PRAWNS PER KG          ,1,1,105.164,107.011,105.164,0.32,0.5,0.24
201601,211207,"CANNED FISH, TUNA, 130G-200G  ",1,1,88.245,87.895,88.245,0.68,1.02,0.51
201601,211210,FROZEN FISH FINGERS 8-12 PK   ,1,1,96.814,96.744,96.814,0.56,0.82,0.42
201601,211211,FROZEN BREAD/BAT FISH 400-550G,1,1,95.579,95.892,95.579,0.12,0.16,0.09
201601,211305,SPREADABLE BUTTER             ,1,1,99.097,98.429,99.097,0.38,0.54,0.38
201601,211306,BUTTER 250G SPEC COO          ,1,1,92.716,91.814,92.716,0.36,0.46,0.36
201601,211407,MARGARINE/LOW FAT SPREAD-500G ,1,1,94.95,94.373,94.95,0.72,0.56,0.72
201601,211408,OLIVE OIL - 500ML - 1 LITRE   ,1,1,112.717,112.4,112.717,0.54,0.44,0.54
201601,211501,CHEDDAR-HOME PRODUCED PER KG  ,1,1,94.956,94.955,94.956,1.96,2.2,1.54
201601,211506,"CHEESE SPREAD, 125g-200g TUB  ",1,1,88.335,88.615,88.335,0.56,0.68,0.44
201601,211507,EDAM PER KG                   ,1,1,106.453,106.77,106.453,0.14,0.2,0.11
201601,211509,HARD REGIONAL CHEESE PER KG   ,1,1,91.694,91.396,91.694,0.28,0.32,0.22
201601,211510,PARMESAN CHEESE-PER KG        ,1,1,92.383,92.253,92.383,0.14,0.2,0.11
201601,211511,SOFT CONTINENTAL CHEESE - KG  ,1,1,96.093,95.093,96.093,0.28,0.4,0.22
201601,211602,EGGS-MEDIUM-PER DOZ OR 2 X 6  ,1,1,94.305,93.579,94.305,0.56,0.48,0.44
201601,211603,EGGS-LARGE-PER DOZ OR 2 X 6   ,1,1,95.665,95.339,95.665,0.7,0.52,0.55
201601,211707,DELVD MILK SEMI-SKIMMED PER PT,1,0,100,100,100,0.28,0.15,0.22
201601,211709,SHOP MILK-WHOLE MILK-4PT/2LTR ,1,1,98.433,98.698,98.433,0.98,0.51,0.77
201601,211710,MILK SEMI-PER 2 PINTS/1.136 L ,1,1,94.36,93.978,94.36,4.2,2.16,3.3
201601,211713,MILK FLAVOURED 330-500MLS/GMS ,1,1,92.509,91.084,92.509,0.42,0.18,0.33
201601,211807,"YOGHURT/FROMAGE 4-6PK, 45-125G",1,1,97.31,97.969,97.31,1.54,1.68,1.21
201601,211808,CHILLED POT DESSERT 125-200G  ,1,1,101.438,101.541,101.438,0.7,0.84,0.55
201601,211814,YOGHURT-SMALL INDIVIDUAL      ,1,1,101.199,101.056,101.199,0.56,0.64,0.44
201601,211815,FRESH DOUBLE CREAM 250ML-300ML,1,1,90.421,90.572,90.421,0.28,0.4,0.22
201601,211816,POWDERED BABY FORMULA 400-900G,1,1,101.315,101.232,101.315,0.42,0.44,0.33
201601,211901,TEA BAGS PKT OF 80 (230G-250G),1,1,99.774,99.817,99.774,0.84,0.77,0.56
201601,211904,TEA BAGS-2-PACKET OF 240      ,1,1,87.105,86.429,87.105,0.27,0.23,0.18
201601,212001,"FRUIT SQUASH, 750ML - 1.5LT   ",1,1,95.42,95.375,95.42,1,1.1,0.8
201601,212006,FRUIT JUICE NOT ORANGE 1L     ,1,1,98.539,98.461,98.539,1.1,0.9,0.88
201601,212008,LEMONADE-2 LITRE BOTTLE       ,1,1,94.827,95.255,94.827,0.2,0.2,0.16
201601,212010,MINERAL WATER STILL 1.5-2L    ,1,1,102.044,101.623,102.044,0.4,0.4,0.32
201601,212011,COLA FLAVD DRINK 1.75-2 LT BTL,1,1,97.905,98.883,97.905,1.5,1.6,1.2
201601,212012,PK6/8 FIZZY DRINK/COLA CANS   ,1,1,104.832,104.952,104.832,0.4,0.4,0.32
201601,212015,FIZZY ENERGY DRINK 250-500ML  ,1,1,99.562,98.976,99.562,1.2,1.3,0.96
201601,212016,FRESH/CHILL ORANGE JUICE 900ML,1,1,99.397,99.714,99.397,1.3,1.1,1.04
201601,212017,FIZZY BOTTLED DRINK 500ML     ,1,1,99.71,99.509,99.71,1.5,1.6,1.2
201601,212019,PURE FRUIT SMOOTHIE 750ML-1LTR,1,1,83.552,83.015,83.552,0.2,0.2,0.16
201601,212020,FRUIT DRINK BOTTLE 4-8 PACK   ,1,1,97.515,98.226,97.515,0.4,0.4,0.32
201601,212021,BOTTLE STILL WATER 500ML      ,1,1,100.32,100.955,100.32,0.4,0.4,0.32
201601,212022,MIXER DRINK BOTTLE 1L EG TONIC,1,1,100.101,100.142,100.101,0.4,0.4,0.32
201601,212101,SUGAR -GRANULATED-WHITE-PER KG,1,1,83.697,81.204,83.697,0.24,0.4,0.2
201601,212106,JAR OF JAM-340-454G           ,1,1,97.528,98.395,97.528,0.24,0.47,0.2
201601,212107,HONEY JAR/BOTTLE 340G         ,1,1,94.917,94.224,94.917,0.12,0.13,0.1
201601,212202,MINTS                         ,1,1,101.804,102.06,101.804,0.12,0.11,0.1
201601,212211,CHOCOLATE 4                   ,1,1,103.017,103.082,103.017,2.04,2.2,1.7
201601,212214,FRUIT PASTILLES 2             ,1,1,100.98,101.147,100.98,1.08,1.21,0.9
201601,212217,CHEWING/BUBBLE GUM-SINGLE PK  ,1,1,100.469,100.491,100.469,0.36,0.33,0.3
201601,212218,CARTON/BOX OF CHOCS 150-400GM ,1,1,103.972,103.252,103.972,0.96,0.99,0.8
201601,212219,CHOCOLATE 8                   ,1,1,99.162,98.905,99.162,0.84,0.99,0.7
201601,212222,CHOCOLATE 10                  ,1,1,98.379,97.973,98.379,2.88,3.19,2.4
201601,212223,BRAND CHOC SWEETS 100-185G BAG,1,1,91.493,91.849,91.493,0.48,0.55,0.4
201601,212224,"SWEETS, NOT CHOC, 150-250G BAG",1,1,100.686,101.728,100.686,1.32,1.43,1.1
201601,212360,POTATOES-OLD WHITE PER KG     ,1,0,100.432,101.349,100.432,0.98,1.24,0.84
201601,212361,POTATOES- BAKING PER KG       ,1,0,100.864,101.478,100.864,0.28,0.34,0.24
201601,212399,POTATOES-NEW-LOOSE-PER KG     ,1,0,99.227,99.396,99.227,0.42,0.42,0.36
201601,212402,POTATO CRISPS-25G/40G         ,1,1,100.095,100.082,100.095,0.56,0.36,0.48
201601,212404,POTATO CRISPS-MULTI-PACK      ,1,1,86.394,86.449,86.394,1.26,0.99,1.08
201601,212405,FROZEN CHIPS 900G-1KG         ,1,1,96.356,96.468,96.356,0.84,1.17,0.72
201601,212408,PREMIUM POTATO CRISPS/CHIPS   ,1,1,80.673,79.664,80.673,0.56,0.48,0.48
201601,212504,FRESH VEG-CAULIFLOWER-EACH    ,1,1,91.429,91.842,91.429,0.42,0.42,0.36
201601,212510,FRESH VEG-CUCUMBER-WHOLE      ,1,1,88.968,89.017,88.968,0.28,0.3,0.24
201601,212511,FRESH VEG-LETTUCE-ICEBERG-EACH,1,1,89.704,90.967,89.704,0.42,0.36,0.36
201601,212515,FRESH VEG-TOMATOES-PER KG     ,1,1,103.408,104.271,103.408,0.98,0.96,0.84
201601,212516,FRESH VEG-CABBAGE-WHOLE-PER KG,1,1,99.488,99.667,99.488,0.28,0.24,0.24
201601,212518,FRESH VEG-CARROTS-PER KG      ,1,1,85.489,84.682,85.489,0.28,0.3,0.24
201601,212519,FRESH VEG-ONIONS-PER KG       ,1,1,95.037,94.112,95.037,0.7,0.6,0.6
201601,212520,FRESH VEG-MUSHROOMS-PER KG    ,1,1,95.978,96.678,95.978,0.56,0.48,0.48
201601,212526,FRESH VEG-ORGANIC CARROTS KG  ,1,1,100.088,100.355,100.088,0.14,0.18,0.12
201601,212527,PRE-PACKED SALAD 100-250G     ,1,1,99.442,99.553,99.442,0.56,0.48,0.48
201601,212530,FRESH VEG-BROCCOLI-PER KG     ,1,1,92.111,93.473,92.111,0.28,0.18,0.24
201601,212531,FRESH VEG-COURGETTE-PER KG    ,1,1,100.857,104.772,100.857,0.42,0.42,0.36
201601,212532,FRESH VEG-PEPPERS -LOOSE OR KG,1,1,98.341,97.53,98.341,0.42,0.42,0.36
201601,212533,VEGETABLE STIR FRY FRESH PACK ,1,1,97.307,97.424,97.307,0.42,0.36,0.36
201601,212534,SWEET POTATO PER KG           ,1,1,107.303,109.689,107.303,0.28,0.3,0.24
201601,212601,CANNED TOMATOES 390-400G      ,1,1,82.015,84.845,82.015,0.42,0.4,0.36
201601,212603,"BAKED BEANS, 400-420G TIN     ",1,1,101.669,99.348,101.669,0.56,0.56,0.48
201601,212608,CANNED SWEETCORN 198-340G     ,1,1,96.383,95.769,96.383,0.42,0.42,0.36
201601,212609,FROZEN GARDEN PEAS 800G-1KG   ,1,1,96.66,97.799,96.66,0.7,0.62,0.6
201601,212709,ORANGES-CLASS 1-EACH          ,1,1,100.709,100.654,100.709,0.3,0.24,0.24
201601,212710,AVOCADO PEAR-EACH             ,1,1,106,105.933,106,0.3,0.24,0.24
201601,212712,KIWI FRUIT-EACH               ,1,1,97.278,97.133,97.278,0.2,0.18,0.16
201601,212715,GRAPEFRUIT-EACH               ,1,1,102.581,102.02,102.581,0.4,0.3,0.32
201601,212716,APPLES-COOKING-PER KG         ,1,1,114.891,115.631,114.891,0.3,0.18,0.24
201601,212717,APPLES-DESSERT-PER KG         ,1,1,99.933,99.938,99.933,0.7,0.54,0.56
201601,212718,PEARS-DESSERT-PER KG          ,1,1,103.462,103.577,103.462,0.3,0.24,0.24
201601,212719,BANANAS-PER KG                ,1,1,99.375,99.53,99.375,1.1,0.78,0.88
201601,212720,STRAWBERRIES PER KG OR PUNNET ,1,1,100.138,98.447,100.138,1.1,0.78,0.88
201601,212722,GRAPES-PER KG                 ,1,1,88.549,88.023,88.549,1,0.72,0.8
201601,212724,BAG OF ORGANIC DESSERT APPLES ,1,1,90.566,90.272,90.566,0.3,0.18,0.24
201601,212725,SMALL TYPE ORANGES PER PACK/KG,1,1,103.846,104.359,103.846,0.4,0.3,0.32
201601,212726,PLUMS PER KG/PACK             ,1,1,101.196,103.834,101.196,0.3,0.24,0.24
201601,212727,PEACH/NECTARINE EACH          ,1,1,96.874,97.417,97.417,0.3,0.24,0.24
201601,212728,PINEAPPLE EACH                ,1,1,101.193,102.703,101.193,0.3,0.18,0.24
201601,212729,BLUEBERRIES PUNNET PER KG     ,1,1,94.586,92.948,94.586,0.4,0.3,0.32
