index_date,item_id,item_desc,index_algorithm,stratum_ind,item_index,all_gm_index,gm_ra_index,coicop_weight,item_weight,cpih_coicop_weight
200507,210102,LARGE LOAF-WHITE-UNSLICED-800G,1,1,97.191,96.362,97.191,0.3,0.44,0.24
200507,210106,SIX BREAD ROLLS-WHITE/BROWN   ,1,1,99.063,98.658,99.063,0.6,0.76,0.48
200507,210108,PITTA BREAD                   ,1,1,99.26,98.935,99.26,0.45,0.6,0.36
200507,210111,WHITE SLICED LOAF BRANDED 750G,1,1,103.346,102.196,103.346,1.2,1.52,0.96
200507,210112,BROWN SLICED LOAF BRANDED 400G,1,1,104.075,105.29,104.075,0.15,0.2,0.12
200507,210113,WHOLEMEAL SLICED LOAF BRANDED ,1,1,101.997,101.872,101.997,0.45,0.48,0.36
200507,210201,FLOUR-SELF-RAISING-1.5KG      ,1,1,99.571,99.649,99.571,0.15,0.12,0.12
200507,210204,DRY SPAGHETTI OR PASTA 500G   ,1,1,102.376,101.228,102.376,0.15,0.24,0.12
200507,210205,MUESLI 500G - 1KG             ,1,1,102.502,102.197,102.502,0.3,0.18,0.24
200507,210209,BREAKFAST CEREAL 1 NOT MUESLI ,1,1,102.581,102.255,102.581,1.8,0.81,1.44
200507,210210,BREAKFAST CEREAL 2 NOT MUESLI ,1,1,101.523,101.284,101.523,1.8,0.81,1.44
200507,210211,CORN SNACK SINGLE PACKET      ,1,1,111.591,113.223,111.591,1.05,0.45,0.84
200507,210212,BASMATI RICE 500G-1KG         ,1,1,93.755,93.916,93.755,0.45,0.39,0.36
200507,210301,CREAM CRACKERS PACK 200G-300G ,1,1,93.031,90.083,93.031,0.3,0.36,0.24
200507,210302,PLAIN BISCUITS-200-300G       ,1,1,99.927,100.287,99.927,1.05,1.32,0.84
200507,210304,CHOC COATED BISCUITS-200-300G ,1,1,101.294,101.411,101.294,0.3,0.6,0.24
200507,210317,FRUIT PIES 4-6 PACK           ,1,1,96.145,96.7,96.145,0.6,0.72,0.48
200507,210318,FROZN CAKE/GATEAU NO ICE-CREAM,1,1,93.666,93.662,93.666,0.15,0.24,0.12
200507,210319,DOUGHNUT-EACH                 ,1,1,102.372,101.051,102.372,0.6,0.78,0.48
200507,210320,WHOLE SPONGE CAKE NOT FROZEN  ,1,1,99.272,99.489,99.272,0.75,0.9,0.6
200507,210321,PACK OF 5-6 INDIVIDUAL CAKES  ,1,1,99.17,99.366,99.17,0.45,0.48,0.36
200507,210322,CHOCOLATE 11                  ,1,1,104.952,104.932,104.952,0.3,0.6,0.24
200507,210403,HOME KILLED BEEF-LEAN MINCE KG,1,1,105.584,106.978,105.584,0.69,0.88,0.54
200507,210406,HOME KLD BEEF-RUMP/POPES STEAK,1,1,103.861,104.348,103.861,0.92,1.28,0.72
200507,210413,HOME KILLED BEEF-TOPSIDE KG   ,1,1,99.25,99.057,99.25,0.69,0.92,0.54
