index_date,item_id,item_desc,index_algorithm,stratum_ind,item_index,all_gm_index,gm_ra_index,coicop_weight,item_weight,cpih_coicop_weight
200510,210102,LARGE LOAF-WHITE-UNSLICED-800G,1,1,95.377,93.984,95.377,0.3,0.44,0.24
200510,210106,SIX BREAD ROLLS-WHITE/BROWN   ,1,1,101.45,101.7,101.45,0.6,0.76,0.48
200510,210108,PITTA BREAD                   ,1,1,97.437,97.589,97.437,0.45,0.6,0.36
200510,210111,WHITE SLICED LOAF BRANDED 750G,1,1,109.992,109.832,109.992,1.2,1.52,0.96
200510,210112,BROWN SLICED LOAF BRANDED 400G,1,1,107.539,108.975,107.539,0.15,0.2,0.12
200510,210113,WHOLEMEAL SLICED LOAF BRANDED ,1,1,106.691,106.777,106.691,0.45,0.48,0.36
200510,210201,FLOUR-SELF-RAISING-1.5KG      ,1,1,97.298,96.632,97.298,0.15,0.12,0.12
200510,210204,DRY SPAGHETTI OR PASTA 500G   ,1,1,100.756,98.912,100.756,0.15,0.24,0.12
200510,210205,MUESLI 500G - 1KG             ,1,1,101.732,101.195,101.732,0.3,0.18,0.24
200510,210209,BREAKFAST CEREAL 1 NOT MUESLI ,1,1,101.64,100.745,101.64,1.8,0.81,1.44
200510,210210,BREAKFAST CEREAL 2 NOT MUESLI ,1,1,102.057,101.453,102.057,1.8,0.81,1.44
200510,210211,CORN SNACK SINGLE PACKET      ,1,1,108.608,111.018,108.608,1.05,0.45,0.84
200510,210212,BASMATI RICE 500G-1KG         ,1,1,94.492,93.157,94.492,0.45,0.39,0.36
200510,210301,CREAM CRACKERS PACK 200G-300G ,1,1,91.665,88.684,91.665,0.3,0.36,0.24
200510,210302,PLAIN BISCUITS-200-300G       ,1,1,101.915,102.56,101.915,1.05,1.32,0.84
200510,210304,CHOC COATED BISCUITS-200-300G ,1,1,102.723,102.867,102.723,0.3,0.6,0.24
200510,210317,FRUIT PIES 4-6 PACK           ,1,1,96.596,97.164,96.596,0.6,0.72,0.48
200510,210318,FROZN CAKE/GATEAU NO ICE-CREAM,1,1,92.993,92.94,92.993,0.15,0.24,0.12
200510,210319,DOUGHNUT-EACH                 ,1,1,104.084,103.052,104.084,0.6,0.78,0.48
200510,210320,WHOLE SPONGE CAKE NOT FROZEN  ,1,1,96.01,97.8,96.01,0.75,0.9,0.6
200510,210321,PACK OF 5-6 INDIVIDUAL CAKES  ,1,1,99.409,99.725,99.409,0.45,0.48,0.36
200510,210322,CHOCOLATE 11                  ,1,1,105.672,105.674,105.672,0.3,0.6,0.24
200510,210403,HOME KILLED BEEF-LEAN MINCE KG,1,1,105.079,106.479,105.079,0.69,0.88,0.54
200510,210406,HOME KLD BEEF-RUMP/POPES STEAK,1,1,100.682,100.871,100.682,0.92,1.28,0.72
200510,210413,HOME KILLED BEEF-TOPSIDE KG   ,1,1,92.987,92.04,92.987,0.69,0.92,0.54
200510,210414,FROZEN BEEFBURGERS PACK OF 4  ,1,1,90.858,91.742,90.858,0.46,0.48,0.36
200510,210415,H-KILLED BEEF BRAISING STEAK  ,1,1,101.074,101.278,101.074,0.46,0.44,0.36
200510,210501,HOME KILLED LAMB-LOIN CHOPS KG,1,1,96.3,96.017,96.3,0.23,0.36,0.18
200510,210502,HOME KILLED LAMB-SHOULDER KG  ,1,1,95.807,95.679,95.807,0.46,0.43,0.36
200510,210505,HOME KILLED MINCED LAMB KG    ,1,1,93.226,93.877,93.226,0.23,0.21,0.18
200510,210604,IMP LAMB LOIN CHOP-BONE PER KG,1,1,96.777,96.408,96.777,0.23,0.45,0.18
200510,210606,FRZEN IMP LAMB: LEG (PER KG)  ,1,1,100.871,100.854,100.871,0.46,0.55,0.36
200510,210703,HOME KILLED PORK-LOIN CHOPS KG,1,1,99.753,99.618,99.753,0.69,0.52,0.54
200510,210706,H-KILL PORK-BONELESS SHOULDER ,1,1,95.804,95.074,95.804,0.69,0.48,0.54
200510,210802,BACON-GAMMON-PER KG           ,1,1,102.476,102.613,102.476,0.92,0.46,0.72
200510,210808,BACON-BACK-PER KG             ,1,1,101.051,101.729,101.051,2.76,1.54,2.16
200510,210905,FRESH/CHILLED CHICKEN  PER KG ,1,1,99.372,99.462,99.372,0.46,0.66,0.36
200510,210906,FRZEN ROASTING CHICKEN PER KG ,1,1,97.447,97.557,97.447,0.23,0.12,0.18
