INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,STRATUM_IND,ITEM_INDEX,ALL_GM_INDEX,GM_RA_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT
201708,210102,LARGE LOAF-WHITE-UNSLICED-800G,1,1,96.024,95.428,96.024,0.3,0.44,0.24
201708,210106,SIX BREAD ROLLS-WHITE/BROWN,1,1,101.926,101.781,101.926,0.6,0.68,0.48
201708,210111,WHITE SLICED LOAF BRANDED 750G,1,1,104.393,104.864,104.393,0.9,1.16,0.72
201708,210113,WHOLEMEAL SLICED LOAF BRANDED,1,1,103.193,103.804,103.193,0.75,0.84,0.6
201708,210114,CHILLED GARLIC BREAD,1,1,102.478,102.48,102.478,0.75,0.88,0.6
201708,210201,FLOUR-SELF-RAISING-1.5KG,1,1,105.077,104.742,105.077,0.3,0.12,0.24
201708,210204,DRY SPAGHETTI OR PASTA 500G,1,1,100.721,100.337,100.721,0.15,0.24,0.12
201708,210211,CORN SNACK SINGLE PACK MAX 50G,1,1,103.171,103.099,103.171,0.9,0.48,0.72
201708,210212,BASMATI RICE 500G-1KG,1,1,109.337,107.458,109.337,0.3,0.45,0.24
201708,210213,BREAKFAST CEREAL 1,1,1,103.094,102.668,103.094,0.9,0.45,0.72
201708,210214,BREAKFAST CEREAL 2,1,1,98.077,98.134,98.077,1.5,0.75,1.2
201708,210215,CEREAL BAR,1,1,128.835,132.606,128.835,0.45,0.3,0.36
201708,210216,HOT OAT CEREAL,1,1,102.577,103.967,102.577,0.15,0.12,0.12
201708,210217,RICE MICRO POUCH/TRAY 220-280G,1,1,99.938,100.708,99.938,0.15,0.09,0.12
201708,210301,CREAM CRACKERS PACK 200G-300G,1,1,101.523,105.236,101.523,0.6,0.6,0.48
201708,210302,PLAIN BISCUITS-200-300G,1,1,103.351,103.456,103.351,1.35,1.62,1.08
201708,210317,FRUIT PIES 4-6 PACK,1,1,102.059,101.492,102.059,0.3,0.36,0.24
201708,210319,DOUGHNUT-EACH,1,1,103.721,103.027,103.721,0.75,0.84,0.6
201708,210320,WHOLE SPONGE CAKE NOT FROZEN,1,1,98.57,98.678,98.57,0.75,0.84,0.6
201708,210321,PACK OF 5-6 INDIVIDUAL CAKES,1,1,103.54,103.504,103.54,0.9,0.96,0.72
201708,210323,BISCUITS HALF CHOC 260-400G,1,1,101.52,100.739,101.52,0.75,0.78,0.6
201708,210403,HOME KILLED BEEF-LEAN MINCE KG,1,1,99.879,99.896,99.879,0.8,1.32,0.64
201708,210406,HOME KLD BEEF-RUMP/POPES STEAK,1,1,103.475,103.564,103.475,1,1.48,0.8
201708,210413,HOME KILLED BEEF-TOPSIDE KG,1,1,100.96,100.639,100.96,0.4,0.76,0.32
